observation_date,EONIARATE
1999-06-29,2.660000000000000142
1999-06-30,2.759999999999999787
1999-07-01,2.600000000000000089
1999-07-02,2.580000000000000071
1999-07-05,2.569999999999999840
1999-07-06,2.560000000000000053
1999-07-07,2.540000000000000036
1999-07-08,2.540000000000000036
1999-07-09,2.540000000000000036
1999-07-12,2.540000000000000036
1999-07-13,2.549999999999999822
1999-07-14,2.560000000000000053
1999-07-15,2.589999999999999858
1999-07-16,2.620000000000000107
1999-07-19,2.629999999999999893
1999-07-20,2.629999999999999893
1999-07-21,2.600000000000000089
1999-07-22,2.040000000000000036
1999-07-23,1.870000000000000107
1999-07-26,2.569999999999999840
1999-07-27,2.589999999999999858
1999-07-28,2.580000000000000071
1999-07-29,2.580000000000000071
1999-07-30,2.580000000000000071
1999-08-02,2.580000000000000071
1999-08-03,2.549999999999999822
1999-08-04,2.540000000000000036
1999-08-05,2.529999999999999805
1999-08-06,2.529999999999999805
1999-08-09,2.529999999999999805
1999-08-10,2.540000000000000036
1999-08-11,2.549999999999999822
1999-08-12,2.560000000000000053
1999-08-13,2.569999999999999840
1999-08-16,2.569999999999999840
1999-08-17,2.549999999999999822
1999-08-18,2.160000000000000142
1999-08-19,1.850000000000000089
1999-08-20,1.939999999999999947
1999-08-23,1.860000000000000098
1999-08-24,2.549999999999999822
1999-08-25,2.560000000000000053
1999-08-26,2.560000000000000053
1999-08-27,2.549999999999999822
1999-08-30,2.549999999999999822
1999-08-31,2.560000000000000053
1999-09-01,2.560000000000000053
1999-09-02,2.549999999999999822
1999-09-03,2.540000000000000036
1999-09-06,2.529999999999999805
1999-09-07,2.520000000000000018
1999-09-08,2.520000000000000018
1999-09-09,2.509999999999999787
1999-09-10,2.509999999999999787
1999-09-13,2.509999999999999787
1999-09-14,2.509999999999999787
1999-09-15,2.509999999999999787
1999-09-16,2.509999999999999787
1999-09-17,2.459999999999999964
1999-09-20,2.049999999999999822
1999-09-21,2.379999999999999893
1999-09-22,1.919999999999999929
1999-09-23,1.739999999999999991
1999-09-24,2.520000000000000018
1999-09-27,2.520000000000000018
1999-09-28,2.520000000000000018
1999-09-29,2.520000000000000018
1999-09-30,2.629999999999999893
1999-10-01,2.569999999999999840
1999-10-04,2.600000000000000089
1999-10-05,2.620000000000000107
1999-10-06,2.640000000000000124
1999-10-07,2.660000000000000142
1999-10-08,2.529999999999999805
1999-10-11,2.529999999999999805
1999-10-12,2.549999999999999822
1999-10-13,2.580000000000000071
1999-10-14,2.600000000000000089
1999-10-15,2.600000000000000089
1999-10-18,2.560000000000000053
1999-10-19,2.109999999999999876
1999-10-20,2.089999999999999858
1999-10-21,1.929999999999999938
1999-10-22,1.760000000000000009
1999-10-25,2.589999999999999858
1999-10-26,2.799999999999999822
1999-10-27,2.770000000000000018
1999-10-28,2.649999999999999911
1999-10-29,2.799999999999999822
1999-11-01,2.779999999999999805
1999-11-02,2.870000000000000107
1999-11-03,2.979999999999999982
1999-11-04,2.910000000000000142
1999-11-05,2.950000000000000178
1999-11-08,2.910000000000000142
1999-11-09,2.910000000000000142
1999-11-10,2.910000000000000142
1999-11-11,2.919999999999999929
1999-11-12,2.970000000000000195
1999-11-15,3.009999999999999787
1999-11-16,3.009999999999999787
1999-11-17,2.899999999999999911
1999-11-18,2.660000000000000142
1999-11-19,2.740000000000000213
1999-11-22,2.720000000000000195
1999-11-23,3.109999999999999876
1999-11-24,3.040000000000000036
1999-11-25,3.049999999999999822
1999-11-26,3.040000000000000036
1999-11-29,3.040000000000000036
1999-11-30,3.149999999999999911
1999-12-01,3.069999999999999840
1999-12-02,3.049999999999999822
1999-12-03,3.040000000000000036
1999-12-06,3.040000000000000036
1999-12-07,3.069999999999999840
1999-12-08,3.040000000000000036
1999-12-09,3.020000000000000018
1999-12-10,3.000000000000000000
1999-12-13,2.970000000000000195
1999-12-14,2.970000000000000195
1999-12-15,3.020000000000000018
1999-12-16,3.040000000000000036
1999-12-17,3.040000000000000036
1999-12-20,2.979999999999999982
1999-12-21,2.859999999999999876
1999-12-22,2.819999999999999840
1999-12-23,2.910000000000000142
1999-12-24,3.069999999999999840
1999-12-27,3.069999999999999840
1999-12-28,3.049999999999999822
1999-12-29,3.040000000000000036
1999-12-30,3.750000000000000000
1999-12-31,
2000-01-03,3.060000000000000053
2000-01-04,3.009999999999999787
2000-01-05,2.990000000000000213
2000-01-06,2.919999999999999929
2000-01-07,2.890000000000000124
2000-01-10,2.979999999999999982
2000-01-11,3.009999999999999787
2000-01-12,3.069999999999999840
2000-01-13,3.040000000000000036
2000-01-14,3.029999999999999805
2000-01-17,3.020000000000000018
2000-01-18,2.979999999999999982
2000-01-19,2.850000000000000089
2000-01-20,2.950000000000000178
2000-01-21,3.149999999999999911
2000-01-24,3.109999999999999876
2000-01-25,3.089999999999999858
2000-01-26,3.060000000000000053
2000-01-27,3.100000000000000089
2000-01-28,3.299999999999999822
2000-01-31,3.290000000000000036
2000-02-01,3.259999999999999787
2000-02-02,3.180000000000000160
2000-02-03,3.189999999999999947
2000-02-04,3.259999999999999787
2000-02-07,3.250000000000000000
2000-02-08,3.250000000000000000
2000-02-09,3.240000000000000213
2000-02-10,3.240000000000000213
2000-02-11,3.250000000000000000
2000-02-14,3.250000000000000000
2000-02-15,3.250000000000000000
2000-02-16,3.250000000000000000
2000-02-17,3.229999999999999982
2000-02-18,3.200000000000000178
2000-02-21,3.200000000000000178
2000-02-22,3.220000000000000195
2000-02-23,3.479999999999999982
2000-02-24,3.410000000000000142
2000-02-25,3.339999999999999858
2000-02-28,3.370000000000000107
2000-02-29,3.470000000000000195
2000-03-01,3.370000000000000107
2000-03-02,3.330000000000000071
2000-03-03,3.279999999999999805
2000-03-06,3.290000000000000036
2000-03-07,3.310000000000000053
2000-03-08,3.350000000000000089
2000-03-09,3.470000000000000195
2000-03-10,3.520000000000000018
2000-03-13,3.540000000000000036
2000-03-14,3.529999999999999805
2000-03-15,3.500000000000000000
2000-03-16,3.490000000000000213
2000-03-17,3.490000000000000213
2000-03-20,3.479999999999999982
2000-03-21,3.490000000000000213
2000-03-22,3.580000000000000071
2000-03-23,3.859999999999999876
2000-03-24,3.589999999999999858
2000-03-27,3.600000000000000089
2000-03-28,3.600000000000000089
2000-03-29,3.620000000000000107
2000-03-30,3.700000000000000178
2000-03-31,3.750000000000000000
2000-04-03,3.600000000000000089
2000-04-04,3.600000000000000089
2000-04-05,3.580000000000000071
2000-04-06,3.580000000000000071
2000-04-07,3.580000000000000071
2000-04-10,3.589999999999999858
2000-04-11,3.640000000000000124
2000-04-12,3.720000000000000195
2000-04-13,3.680000000000000160
2000-04-14,3.609999999999999876
2000-04-17,3.660000000000000142
2000-04-18,3.830000000000000071
2000-04-19,3.830000000000000071
2000-04-20,3.350000000000000089
2000-04-21,
2000-04-24,
2000-04-25,3.810000000000000053
2000-04-26,3.910000000000000142
2000-04-27,3.830000000000000071
2000-04-28,3.930000000000000160
2000-05-01,
2000-05-02,3.899999999999999911
2000-05-03,3.910000000000000142
2000-05-04,3.959999999999999964
2000-05-05,4.030000000000000249
2000-05-08,4.009999999999999787
2000-05-09,3.990000000000000213
2000-05-10,3.979999999999999982
2000-05-11,3.930000000000000160
2000-05-12,3.899999999999999911
2000-05-15,3.939999999999999947
2000-05-16,3.979999999999999982
2000-05-17,4.080000000000000071
2000-05-18,4.019999999999999574
2000-05-19,3.790000000000000036
2000-05-22,3.490000000000000213
2000-05-23,2.899999999999999911
2000-05-24,4.059999999999999609
2000-05-25,4.030000000000000249
2000-05-26,4.019999999999999574
2000-05-29,4.040000000000000036
2000-05-30,4.080000000000000071
2000-05-31,4.200000000000000178
2000-06-01,4.160000000000000142
2000-06-02,4.160000000000000142
2000-06-05,4.160000000000000142
2000-06-06,4.129999999999999893
2000-06-07,4.059999999999999609
2000-06-08,4.150000000000000355
2000-06-09,4.330000000000000071
2000-06-12,4.360000000000000320
2000-06-13,4.349999999999999645
2000-06-14,4.309999999999999609
2000-06-15,4.259999999999999787
2000-06-16,4.240000000000000213
2000-06-19,4.209999999999999964
2000-06-20,4.219999999999999751
2000-06-21,4.379999999999999893
2000-06-22,4.160000000000000142
2000-06-23,4.509999999999999787
2000-06-26,4.440000000000000391
2000-06-27,4.429999999999999716
2000-06-28,4.379999999999999893
2000-06-29,4.330000000000000071
2000-06-30,4.750000000000000000
2000-07-03,4.330000000000000071
2000-07-04,4.320000000000000284
2000-07-05,4.320000000000000284
2000-07-06,4.320000000000000284
2000-07-07,4.309999999999999609
2000-07-10,4.309999999999999609
2000-07-11,4.309999999999999609
2000-07-12,4.309999999999999609
2000-07-13,4.299999999999999822
2000-07-14,4.309999999999999609
2000-07-17,4.309999999999999609
2000-07-18,4.320000000000000284
2000-07-19,4.339999999999999858
2000-07-20,4.219999999999999751
2000-07-21,3.979999999999999982
2000-07-24,4.360000000000000320
2000-07-25,4.349999999999999645
2000-07-26,4.330000000000000071
2000-07-27,4.330000000000000071
2000-07-28,4.349999999999999645
2000-07-31,4.450000000000000178
2000-08-01,4.330000000000000071
2000-08-02,4.330000000000000071
2000-08-03,4.330000000000000071
2000-08-04,4.330000000000000071
2000-08-07,4.330000000000000071
2000-08-08,4.330000000000000071
2000-08-09,4.330000000000000071
2000-08-10,4.330000000000000071
2000-08-11,4.349999999999999645
2000-08-14,4.389999999999999680
2000-08-15,4.389999999999999680
2000-08-16,4.379999999999999893
2000-08-17,4.349999999999999645
2000-08-18,4.269999999999999574
2000-08-21,4.259999999999999787
2000-08-22,4.349999999999999645
2000-08-23,4.080000000000000071
2000-08-24,4.549999999999999822
2000-08-25,4.730000000000000426
2000-08-28,4.759999999999999787
2000-08-29,4.740000000000000213
2000-08-30,4.700000000000000178
2000-08-31,4.700000000000000178
2000-09-01,4.599999999999999645
2000-09-04,4.589999999999999858
2000-09-05,4.599999999999999645
2000-09-06,4.610000000000000320
2000-09-07,4.639999999999999680
2000-09-08,4.639999999999999680
2000-09-11,4.629999999999999893
2000-09-12,4.610000000000000320
2000-09-13,4.580000000000000071
2000-09-14,4.540000000000000036
2000-09-15,4.530000000000000249
2000-09-18,4.540000000000000036
2000-09-19,4.540000000000000036
2000-09-20,4.540000000000000036
2000-09-21,4.400000000000000355
2000-09-22,4.120000000000000107
2000-09-25,4.660000000000000142
2000-09-26,4.719999999999999751
2000-09-27,4.700000000000000178
2000-09-28,4.700000000000000178
2000-09-29,4.910000000000000142
2000-10-02,4.690000000000000391
2000-10-03,4.690000000000000391
2000-10-04,4.679999999999999716
2000-10-05,4.709999999999999964
2000-10-06,4.799999999999999822
2000-10-09,4.790000000000000036
2000-10-10,4.780000000000000249
2000-10-11,4.780000000000000249
2000-10-12,4.769999999999999574
2000-10-13,4.730000000000000426
2000-10-16,4.730000000000000426
2000-10-17,4.730000000000000426
2000-10-18,4.650000000000000355
2000-10-19,4.639999999999999680
2000-10-20,4.679999999999999716
2000-10-23,4.719999999999999751
2000-10-24,4.839999999999999858
2000-10-25,4.849999999999999645
2000-10-26,4.849999999999999645
2000-10-27,4.849999999999999645
2000-10-30,4.849999999999999645
2000-10-31,4.969999999999999751
2000-11-01,4.870000000000000107
2000-11-02,4.860000000000000320
2000-11-03,4.849999999999999645
2000-11-06,4.849999999999999645
2000-11-07,4.839999999999999858
2000-11-08,4.830000000000000071
2000-11-09,4.820000000000000284
2000-11-10,4.809999999999999609
2000-11-13,4.809999999999999609
2000-11-14,4.799999999999999822
2000-11-15,4.790000000000000036
2000-11-16,4.769999999999999574
2000-11-17,4.759999999999999787
2000-11-20,4.799999999999999822
2000-11-21,4.860000000000000320
2000-11-22,4.790000000000000036
2000-11-23,4.809999999999999609
2000-11-24,4.830000000000000071
2000-11-27,4.839999999999999858
2000-11-28,4.849999999999999645
2000-11-29,4.860000000000000320
2000-11-30,4.940000000000000391
2000-12-01,4.839999999999999858
2000-12-04,4.820000000000000284
2000-12-05,4.799999999999999822
2000-12-06,4.780000000000000249
2000-12-07,4.809999999999999609
2000-12-08,4.830000000000000071
2000-12-11,4.830000000000000071
2000-12-12,4.830000000000000071
2000-12-13,4.809999999999999609
2000-12-14,4.790000000000000036
2000-12-15,4.780000000000000249
2000-12-18,4.790000000000000036
2000-12-19,4.780000000000000249
2000-12-20,4.740000000000000213
2000-12-21,4.730000000000000426
2000-12-22,4.849999999999999645
2000-12-25,
2000-12-26,
2000-12-27,4.860000000000000320
2000-12-28,4.879999999999999893
2000-12-29,5.160000000000000142
2001-01-01,
2001-01-02,4.830000000000000071
2001-01-03,4.820000000000000284
2001-01-04,4.809999999999999609
2001-01-05,4.780000000000000249
2001-01-08,4.769999999999999574
2001-01-09,4.780000000000000249
2001-01-10,4.809999999999999609
2001-01-11,4.820000000000000284
2001-01-12,4.809999999999999609
2001-01-15,4.809999999999999609
2001-01-16,4.799999999999999822
2001-01-17,4.780000000000000249
2001-01-18,4.769999999999999574
2001-01-19,4.719999999999999751
2001-01-22,4.610000000000000320
2001-01-23,4.190000000000000391
2001-01-24,4.769999999999999574
2001-01-25,4.780000000000000249
2001-01-26,4.780000000000000249
2001-01-29,4.790000000000000036
2001-01-30,4.780000000000000249
2001-01-31,4.820000000000000284
2001-02-01,4.769999999999999574
2001-02-02,4.769999999999999574
2001-02-05,4.769999999999999574
2001-02-06,4.759999999999999787
2001-02-07,4.759999999999999787
2001-02-08,4.759999999999999787
2001-02-09,4.759999999999999787
2001-02-12,4.750000000000000000
2001-02-13,4.769999999999999574
2001-02-14,4.870000000000000107
2001-02-15,4.900000000000000355
2001-02-16,5.009999999999999787
2001-02-19,5.450000000000000178
2001-02-20,5.570000000000000284
2001-02-21,5.719999999999999751
2001-02-22,5.700000000000000178
2001-02-23,5.080000000000000071
2001-02-26,4.830000000000000071
2001-02-27,4.860000000000000320
2001-02-28,4.990000000000000213
2001-03-01,4.809999999999999609
2001-03-02,4.809999999999999609
2001-03-05,4.799999999999999822
2001-03-06,4.809999999999999609
2001-03-07,4.830000000000000071
2001-03-08,4.849999999999999645
2001-03-09,4.849999999999999645
2001-03-12,4.830000000000000071
2001-03-13,4.809999999999999609
2001-03-14,4.790000000000000036
2001-03-15,4.780000000000000249
2001-03-16,4.780000000000000249
2001-03-19,4.790000000000000036
2001-03-20,4.820000000000000284
2001-03-21,4.830000000000000071
2001-03-22,4.650000000000000355
2001-03-23,4.440000000000000391
2001-03-26,4.759999999999999787
2001-03-27,4.759999999999999787
2001-03-28,4.769999999999999574
2001-03-29,4.769999999999999574
2001-03-30,4.849999999999999645
2001-04-02,4.780000000000000249
2001-04-03,4.769999999999999574
2001-04-04,4.769999999999999574
2001-04-05,4.759999999999999787
2001-04-06,4.750000000000000000
2001-04-09,4.740000000000000213
2001-04-10,4.839999999999999858
2001-04-11,5.469999999999999751
2001-04-12,5.730000000000000426
2001-04-13,
2001-04-16,
2001-04-17,5.750000000000000000
2001-04-18,5.559999999999999609
2001-04-19,5.429999999999999716
2001-04-20,5.500000000000000000
2001-04-23,5.230000000000000426
2001-04-24,4.790000000000000036
2001-04-25,4.799999999999999822
2001-04-26,4.809999999999999609
2001-04-27,4.809999999999999609
2001-04-30,4.929999999999999716
2001-05-01,
2001-05-02,4.830000000000000071
2001-05-03,4.820000000000000284
2001-05-04,4.809999999999999609
2001-05-07,4.809999999999999609
2001-05-08,4.809999999999999609
2001-05-09,4.799999999999999822
2001-05-10,4.750000000000000000
2001-05-11,4.580000000000000071
2001-05-14,4.570000000000000284
2001-05-15,4.570000000000000284
2001-05-16,4.559999999999999609
2001-05-17,4.559999999999999609
2001-05-18,4.540000000000000036
2001-05-21,4.530000000000000249
2001-05-22,4.490000000000000213
2001-05-23,4.860000000000000320
2001-05-24,4.589999999999999858
2001-05-25,4.589999999999999858
2001-05-28,4.580000000000000071
2001-05-29,4.570000000000000284
2001-05-30,4.559999999999999609
2001-05-31,4.599999999999999645
2001-06-01,4.540000000000000036
2001-06-04,4.530000000000000249
2001-06-05,4.530000000000000249
2001-06-06,4.519999999999999574
2001-06-07,4.519999999999999574
2001-06-08,4.530000000000000249
2001-06-11,4.530000000000000249
2001-06-12,4.530000000000000249
2001-06-13,4.530000000000000249
2001-06-14,4.519999999999999574
2001-06-15,4.519999999999999574
2001-06-18,4.530000000000000249
2001-06-19,4.519999999999999574
2001-06-20,4.519999999999999574
2001-06-21,4.419999999999999929
2001-06-22,4.610000000000000320
2001-06-25,4.549999999999999822
2001-06-26,4.549999999999999822
2001-06-27,4.559999999999999609
2001-06-28,4.549999999999999822
2001-06-29,4.719999999999999751
2001-07-02,4.540000000000000036
2001-07-03,4.530000000000000249
2001-07-04,4.530000000000000249
2001-07-05,4.530000000000000249
2001-07-06,4.530000000000000249
2001-07-09,4.519999999999999574
2001-07-10,4.519999999999999574
2001-07-11,4.519999999999999574
2001-07-12,4.519999999999999574
2001-07-13,4.519999999999999574
2001-07-16,4.519999999999999574
2001-07-17,4.509999999999999787
2001-07-18,4.509999999999999787
2001-07-19,4.410000000000000142
2001-07-20,4.330000000000000071
2001-07-23,4.400000000000000355
2001-07-24,4.519999999999999574
2001-07-25,4.519999999999999574
2001-07-26,4.519999999999999574
2001-07-27,4.519999999999999574
2001-07-30,4.519999999999999574
2001-07-31,4.580000000000000071
2001-08-01,4.509999999999999787
2001-08-02,4.500000000000000000
2001-08-03,4.519999999999999574
2001-08-06,4.519999999999999574
2001-08-07,4.519999999999999574
2001-08-08,4.519999999999999574
2001-08-09,4.519999999999999574
2001-08-10,4.519999999999999574
2001-08-13,4.509999999999999787
2001-08-14,4.509999999999999787
2001-08-15,4.509999999999999787
2001-08-16,4.509999999999999787
2001-08-17,4.509999999999999787
2001-08-20,4.509999999999999787
2001-08-21,4.509999999999999787
2001-08-22,4.440000000000000391
2001-08-23,4.500000000000000000
2001-08-24,4.509999999999999787
2001-08-27,4.490000000000000213
2001-08-28,4.490000000000000213
2001-08-29,4.419999999999999929
2001-08-30,4.370000000000000107
2001-08-31,4.379999999999999893
2001-09-03,4.299999999999999822
2001-09-04,4.299999999999999822
2001-09-05,4.290000000000000036
2001-09-06,4.290000000000000036
2001-09-07,4.280000000000000249
2001-09-10,4.280000000000000249
2001-09-11,4.290000000000000036
2001-09-12,4.419999999999999929
2001-09-13,4.280000000000000249
2001-09-14,4.230000000000000426
2001-09-17,4.230000000000000426
2001-09-18,3.759999999999999787
2001-09-19,3.560000000000000053
2001-09-20,3.129999999999999893
2001-09-21,3.120000000000000107
2001-09-24,3.779999999999999805
2001-09-25,3.790000000000000036
2001-09-26,3.790000000000000036
2001-09-27,3.779999999999999805
2001-09-28,3.830000000000000071
2001-10-01,3.770000000000000018
2001-10-02,3.759999999999999787
2001-10-03,3.750000000000000000
2001-10-04,3.740000000000000213
2001-10-05,3.720000000000000195
2001-10-08,3.720000000000000195
2001-10-09,3.830000000000000071
2001-10-10,3.939999999999999947
2001-10-11,3.959999999999999964
2001-10-12,3.979999999999999982
2001-10-15,3.870000000000000107
2001-10-16,3.910000000000000142
2001-10-17,4.330000000000000071
2001-10-18,4.400000000000000355
2001-10-19,4.599999999999999645
2001-10-22,4.690000000000000391
2001-10-23,4.740000000000000213
2001-10-24,3.759999999999999787
2001-10-25,3.740000000000000213
2001-10-26,3.770000000000000018
2001-10-29,3.759999999999999787
2001-10-30,3.759999999999999787
2001-10-31,3.839999999999999858
2001-11-01,3.770000000000000018
2001-11-02,3.759999999999999787
2001-11-05,3.759999999999999787
2001-11-06,3.850000000000000089
2001-11-07,3.879999999999999893
2001-11-08,3.729999999999999982
2001-11-09,3.859999999999999876
2001-11-12,3.830000000000000071
2001-11-13,3.680000000000000160
2001-11-14,3.370000000000000107
2001-11-15,3.299999999999999822
2001-11-16,3.290000000000000036
2001-11-19,3.250000000000000000
2001-11-20,3.250000000000000000
2001-11-21,3.350000000000000089
2001-11-22,3.399999999999999911
2001-11-23,3.279999999999999805
2001-11-26,3.299999999999999822
2001-11-27,3.299999999999999822
2001-11-28,3.299999999999999822
2001-11-29,3.299999999999999822
2001-11-30,3.350000000000000089
2001-12-03,3.290000000000000036
2001-12-04,3.279999999999999805
2001-12-05,3.259999999999999787
2001-12-06,3.259999999999999787
2001-12-07,3.270000000000000018
2001-12-10,3.279999999999999805
2001-12-11,3.290000000000000036
2001-12-12,3.290000000000000036
2001-12-13,3.299999999999999822
2001-12-14,3.299999999999999822
2001-12-17,3.299999999999999822
2001-12-18,3.310000000000000053
2001-12-19,3.319999999999999840
2001-12-20,3.270000000000000018
2001-12-21,3.049999999999999822
2001-12-24,3.430000000000000160
2001-12-25,
2001-12-26,
2001-12-27,3.689999999999999947
2001-12-28,3.910000000000000142
2001-12-31,
2002-01-01,
2002-01-02,3.350000000000000089
2002-01-03,3.450000000000000178
2002-01-04,3.450000000000000178
2002-01-07,3.379999999999999893
2002-01-08,3.350000000000000089
2002-01-09,3.339999999999999858
2002-01-10,3.339999999999999858
2002-01-11,3.339999999999999858
2002-01-14,3.330000000000000071
2002-01-15,3.319999999999999840
2002-01-16,3.330000000000000071
2002-01-17,3.319999999999999840
2002-01-18,3.310000000000000053
2002-01-21,3.299999999999999822
2002-01-22,3.029999999999999805
2002-01-23,2.589999999999999858
2002-01-24,3.310000000000000053
2002-01-25,3.310000000000000053
2002-01-28,3.319999999999999840
2002-01-29,3.319999999999999840
2002-01-30,3.319999999999999840
2002-01-31,3.350000000000000089
2002-02-01,3.319999999999999840
2002-02-04,3.310000000000000053
2002-02-05,3.299999999999999822
2002-02-06,3.299999999999999822
2002-02-07,3.299999999999999822
2002-02-08,3.299999999999999822
2002-02-11,3.299999999999999822
2002-02-12,3.299999999999999822
2002-02-13,3.299999999999999822
2002-02-14,3.290000000000000036
2002-02-15,3.290000000000000036
2002-02-18,3.279999999999999805
2002-02-19,3.270000000000000018
2002-02-20,3.209999999999999964
2002-02-21,3.080000000000000071
2002-02-22,3.220000000000000195
2002-02-25,3.310000000000000053
2002-02-26,3.319999999999999840
2002-02-27,3.319999999999999840
2002-02-28,3.339999999999999858
2002-03-01,3.310000000000000053
2002-03-04,3.299999999999999822
2002-03-05,3.290000000000000036
2002-03-06,3.279999999999999805
2002-03-07,3.279999999999999805
2002-03-08,3.279999999999999805
2002-03-11,3.279999999999999805
2002-03-12,3.279999999999999805
2002-03-13,3.279999999999999805
2002-03-14,3.270000000000000018
2002-03-15,3.250000000000000000
2002-03-18,3.229999999999999982
2002-03-19,3.189999999999999947
2002-03-20,3.120000000000000107
2002-03-21,2.990000000000000213
2002-03-22,3.259999999999999787
2002-03-25,3.330000000000000071
2002-03-26,3.339999999999999858
2002-03-27,3.330000000000000071
2002-03-28,3.390000000000000124
2002-03-29,
2002-04-01,
2002-04-02,3.310000000000000053
2002-04-03,3.299999999999999822
2002-04-04,3.299999999999999822
2002-04-05,3.299999999999999822
2002-04-08,3.290000000000000036
2002-04-09,3.290000000000000036
2002-04-10,3.290000000000000036
2002-04-11,3.290000000000000036
2002-04-12,3.279999999999999805
2002-04-15,3.270000000000000018
2002-04-16,3.259999999999999787
2002-04-17,3.200000000000000178
2002-04-18,3.189999999999999947
2002-04-19,3.270000000000000018
2002-04-22,3.330000000000000071
2002-04-23,3.899999999999999911
2002-04-24,3.310000000000000053
2002-04-25,3.299999999999999822
2002-04-26,3.299999999999999822
2002-04-29,3.299999999999999822
2002-04-30,3.359999999999999876
2002-05-01,
2002-05-02,3.310000000000000053
2002-05-03,3.299999999999999822
2002-05-06,3.299999999999999822
2002-05-07,3.310000000000000053
2002-05-08,3.299999999999999822
2002-05-09,3.299999999999999822
2002-05-10,3.299999999999999822
2002-05-13,3.299999999999999822
2002-05-14,3.299999999999999822
2002-05-15,3.299999999999999822
2002-05-16,3.290000000000000036
2002-05-17,3.270000000000000018
2002-05-20,3.259999999999999787
